,accel-x,accel-y,accel-z,gyro-x,gyro-y,gyro-z,lap,special tag,,,,,
35,-0.327148438,0.203613281,0.644042969,-59.93652344,62.33978271,83.35113525,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.302734375,0.240234375,0.6484375,-55.19866943,56.98394775,77.96478271,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.262207031,0.28125,0.660644531,-51.39160156,51.35345459,72.09777832,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.274902344,0.309082031,0.665527344,-47.88970947,44.09790039,67.92449951,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.292480469,0.326171875,0.663085938,-45.66192627,38.89465332,62.76702881,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.309570313,0.356445313,0.655273438,-44.81506348,34.53826904,60.8291626,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.331054688,0.361328125,0.658203125,-44.55566406,33.39385986,56.83898926,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.354492188,0.384765625,0.663574219,-43.5333252,32.44018555,54.6875,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.356445313,0.433105469,0.659667969,-42.07611084,35.22491455,50.71258545,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.3828125,0.404296875,0.662597656,-38.99383545,38.20800781,46.34857178,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.384277344,0.415039063,0.666503906,-37.30773926,43.08319092,41.7175293,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.315917969,0.438964844,0.676269531,-36.44561768,42.23632813,37.26959229,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:56 GMT-0500 (EST)
35,-0.255859375,0.467285156,0.705566406,-33.04290771,35.21728516,33.23364258,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.253417969,0.493164063,0.708984375,-29.60205078,23.67401123,30.35736084,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.281738281,0.505371094,0.701171875,-27.4887085,12.35198975,29.64019775,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.293945313,0.524902344,0.6953125,-26.62658691,2.227783203,29.54101563,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.319824219,0.540039063,0.696289063,-26.06201172,-4.180908203,29.1595459,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.373535156,0.536132813,0.689941406,-24.08599854,-4.447937012,27.74810791,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.416503906,0.553222656,0.679199219,-23.52905273,-3.509521484,29.35791016,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.419921875,0.577636719,0.680664063,-22.50671387,1.640319824,29.67071533,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.385742188,0.587890625,0.687988281,-21.11816406,5.630493164,29.19769287,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.356445313,0.602050781,0.696289063,-19.63043213,5.668640137,29.296875,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.323730469,0.624511719,0.6953125,-17.89093018,3.112792969,29.68597412,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.347167969,0.618652344,0.674804688,9.19342041,-27.69470215,4.005432129,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.364746094,0.617675781,0.681152344,9.292602539,-29.56390381,4.089355469,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.403320313,0.615722656,0.686035156,9.033203125,-29.06036377,4.104614258,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.42578125,0.611816406,0.67578125,7.766723633,-24.92523193,3.776550293,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.423828125,0.615722656,0.680664063,6.912231445,-18.4173584,4.028320313,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.418457031,0.61328125,0.679199219,6.294250488,-11.96289063,4.028320313,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.399414063,0.61328125,0.681640625,5.783081055,-7.942199707,3.730773926,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.3828125,0.612304688,0.676269531,5.790710449,-6.385803223,3.547668457,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.362304688,0.614746094,0.670898438,5.493164063,-6.851196289,4.035949707,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.33984375,0.609863281,0.665527344,5.439758301,-10.1852417,4.730224609,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.324707031,0.607421875,0.669433594,5.157470703,-14.96887207,5.271911621,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.349121094,0.605957031,0.676269531,5.577087402,-18.29528809,5.69152832,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.376953125,0.602539063,0.68359375,6.011962891,-19.1116333,6.240844727,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.378417969,0.60546875,0.682128906,5.958557129,-18.73779297,5.905151367,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.380371094,0.616210938,0.68359375,6.134033203,-16.89910889,4.936218262,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.401855469,0.608398438,0.6796875,6.042480469,-11.90948486,4.035949707,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.412597656,0.612304688,0.670898438,5.310058594,-4.974365234,3.303527832,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.404296875,0.611328125,0.665527344,4.570007324,0.923156738,2.655029297,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.374023438,0.619628906,0.664550781,4.081726074,3.089904785,2.021789551,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.3515625,0.608398438,0.655761719,4.22668457,2.861022949,1.495361328,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.350097656,0.608398438,0.654296875,4.119873047,1.510620117,1.358032227,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.361328125,0.604980469,0.662109375,4.455566406,-0.457763672,1.731872559,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.369140625,0.600585938,0.661621094,4.638671875,-2.304077148,2.540588379,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.384765625,0.604492188,0.672363281,4.64630127,-3.356933594,2.990722656,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.403320313,0.600585938,0.687988281,4.913330078,-3.593444824,3.089904785,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.397949219,0.601074219,0.685058594,5.111694336,-4.165649414,3.341674805,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.382324219,0.612792969,0.682128906,5.012512207,-3.837585449,3.387451172,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.403320313,0.61328125,0.671875,4.905700684,-2.487182617,3.509521484,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.405761719,0.604980469,0.662597656,4.96673584,-0.244140625,3.562927246,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.386230469,0.597167969,0.670898438,4.753112793,1.190185547,3.41796875,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.368652344,0.599609375,0.665527344,4.333496094,0.640869141,3.799438477,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.364257813,0.603515625,0.667480469,4.035949707,-1.022338867,3.997802734,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.362304688,0.592773438,0.669921875,4.425048828,-2.494812012,4.020690918,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.367675781,0.59375,0.671386719,3.547668457,-3.631591797,4.196166992,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.376464844,0.596191406,0.681640625,3.448486328,-5.493164063,4.753112793,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.383300781,0.595703125,0.690429688,3.829956055,-6.370544434,5.035400391,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.384765625,0.591796875,0.702636719,3.814697266,-6.401062012,5.142211914,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.387695313,0.596191406,0.703613281,3.746032715,-5.264282227,4.64630127,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.383789063,0.594726563,0.706542969,3.776550293,-3.234863281,4.020690918,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.380371094,0.596191406,0.698730469,3.295898438,-1.403808594,3.425598145,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.366210938,0.596191406,0.686035156,3.227233887,-0.137329102,3.524780273,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.368164063,0.59765625,0.686523438,3.295898438,0.129699707,3.547668457,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.363769531,0.595214844,0.678222656,3.349304199,-0.297546387,3.639221191,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.35546875,0.592773438,0.676757813,3.33404541,-1.777648926,3.890991211,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.359863281,0.591796875,0.681152344,3.273010254,-3.135681152,4.028320313,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.374511719,0.592773438,0.692382813,3.059387207,-4.219055176,3.860473633,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.388183594,0.59375,0.690429688,3.204345703,-3.341674805,3.532409668,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.382324219,0.595214844,0.693359375,3.143310547,-2.853393555,3.257751465,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.384277344,0.601074219,0.6875,2.868652344,-2.326965332,3.112792969,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.392089844,0.599609375,0.681152344,3.067016602,-1.304626465,2.937316895,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:57 GMT-0500 (EST)
35,-0.378417969,0.596679688,0.676757813,2.807617188,-0.23651123,2.349853516,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.3671875,0.593261719,0.672851563,2.540588379,0.381469727,2.128601074,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.365234375,0.592773438,0.680664063,2.395629883,0.030517578,2.449035645,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.370605469,0.596679688,0.682128906,2.265930176,-1.159667969,2.624511719,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.368164063,0.595703125,0.690429688,2.143859863,-1.922607422,2.517700195,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.378417969,0.595214844,0.6953125,2.113342285,-2.12097168,2.265930176,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.388183594,0.598632813,0.691894531,2.243041992,-1.625061035,2.212524414,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.379394531,0.595703125,0.689453125,2.35748291,-0.640869141,2.174377441,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.358398438,0.593261719,0.692871094,2.44140625,-0.335693359,2.151489258,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.366210938,0.591308594,0.685058594,2.555847168,-0.686645508,1.884460449,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.375,0.588867188,0.683105469,2.540588379,-0.862121582,1.78527832,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.374511719,0.591796875,0.680175781,2.487182617,-0.267028809,1.914978027,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.374023438,0.596191406,0.682128906,2.235412598,0,2.098083496,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.378417969,0.596191406,0.686035156,1.892089844,-0.328063965,2.082824707,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.373046875,0.596679688,0.687988281,1.625061035,-1.289367676,2.388000488,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.370605469,0.600585938,0.700683594,1.602172852,-2.151489258,2.716064453,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.371582031,0.590332031,0.6953125,1.487731934,-2.937316895,2.906799316,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.369140625,0.591796875,0.704101563,1.182556152,-3.58581543,2.723693848,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.354980469,0.588867188,0.6953125,1.335144043,-4.249572754,2.632141113,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.358886719,0.584960938,0.686523438,1.724243164,-4.013061523,2.471923828,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.37109375,0.588867188,0.684570313,1.78527832,-3.33404541,2.380371094,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.376953125,0.59375,0.678710938,1.953125,-2.212524414,1.815795898,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.379882813,0.595703125,0.680664063,2.265930176,-0.541687012,1.54876709,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.392578125,0.587402344,0.6796875,2.426147461,0.061035156,1.480102539,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.394042969,0.59375,0.6875,2.281188965,0.16784668,1.54876709,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.390136719,0.597167969,0.682617188,2.113342285,-0.457763672,1.983642578,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.384765625,0.594238281,0.684082031,2.075195313,-1.159667969,2.372741699,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.379882813,0.591796875,0.687988281,1.770019531,-1.724243164,2.784729004,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.374511719,0.588867188,0.689453125,1.640319824,-3.120422363,3.280639648,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.366699219,0.591796875,0.684570313,1.655578613,-4.150390625,3.791809082,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.36328125,0.5859375,0.688964844,1.617431641,-5.302429199,3.890991211,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.37109375,0.585449219,0.695800781,1.762390137,-5.638122559,4.043579102,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.369628906,0.583007813,0.701660156,1.808166504,-6.156921387,4.028320313,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.384765625,0.5859375,0.690429688,2.029418945,-5.867004395,4.058837891,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.385253906,0.590820313,0.697753906,1.602172852,-6.446838379,3.967285156,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.387695313,0.591796875,0.694824219,1.457214355,-6.507873535,3.883361816,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.394042969,0.586425781,0.701660156,1.068115234,-6.103515625,3.921508789,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.389648438,0.588378906,0.688476563,0.587463379,-4.64630127,3.684997559,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.374511719,0.583007813,0.689453125,0.228881836,-3.402709961,3.18145752,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.36328125,0.577148438,0.689453125,0.205993652,-2.326965332,2.67791748,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.349609375,0.585449219,0.687011719,0.106811523,-1.449584961,2.136230469,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.366210938,0.582519531,0.693847656,0.129699707,-1.609802246,2.029418945,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.365234375,0.579101563,0.707519531,-0.152587891,-2.227783203,1.930236816,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.360351563,0.590332031,0.706542969,-0.129699707,-3.135681152,1.480102539,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.369628906,0.581542969,0.706542969,0.137329102,-3.486633301,0.877380371,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.384765625,0.579589844,0.702148438,0.373840332,-3.173828125,0.793457031,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.384765625,0.581542969,0.689453125,0.442504883,-2.624511719,0.823974609,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.375976563,0.583496094,0.683105469,0.671386719,-1.708984375,0.72479248,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.379394531,0.586425781,0.680175781,0.831604004,-1.098632813,0.686645508,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.379394531,0.587890625,0.675292969,0.427246094,-1.54876709,1.342773438,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.375488281,0.595703125,0.679199219,0.411987305,-1.937866211,1.86920166,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.38671875,0.594726563,0.685058594,0.358581543,-2.655029297,2.479553223,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.395996094,0.592773438,0.685546875,0.267028809,-3.227233887,2.807617188,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.387207031,0.59375,0.687011719,0.366210938,-3.25012207,2.792358398,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:58 GMT-0500 (EST)
35,-0.380859375,0.600097656,0.688476563,0.450134277,-3.814697266,2.861022949,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.388183594,0.595214844,0.694335938,0.648498535,-3.082275391,3.036499023,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.395019531,0.58984375,0.690917969,0.579833984,-2.006530762,2.944946289,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.385742188,0.584960938,0.692871094,0.534057617,-0.946044922,2.433776855,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.381347656,0.578125,0.6875,0.526428223,-0.213623047,2.052307129,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.376953125,0.584472656,0.685546875,0.633239746,0.152587891,1.579284668,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.371582031,0.58203125,0.684082031,0.80871582,0.312805176,1.396179199,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.362792969,0.58203125,0.69140625,0.831604004,-0.198364258,1.14440918,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.370117188,0.588378906,0.700195313,0.999450684,-0.9765625,0.953674316,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.385253906,0.589355469,0.696777344,0.938415527,-1.182556152,0.923156738,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.383789063,0.589355469,0.694824219,0.732421875,-0.846862793,0.839233398,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.387695313,0.588378906,0.685546875,0.587463379,0.274658203,0.57220459,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.391113281,0.583984375,0.684082031,0.427246094,1.312255859,0.381469727,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.387695313,0.584960938,0.689941406,0.152587891,1.800537109,0.617980957,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.377929688,0.590820313,0.681640625,-0.076293945,1.853942871,0.961303711,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.379882813,0.584472656,0.6796875,-0.343322754,1.518249512,1.258850098,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.387207031,0.58203125,0.691894531,-0.457763672,0.579833984,1.693725586,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.386230469,0.587402344,0.693359375,-0.595092773,-0.526428223,1.884460449,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.392089844,0.592285156,0.697753906,-0.732421875,-1.182556152,2.235412598,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.399414063,0.587402344,0.696777344,-0.732421875,-1.14440918,2.281188965,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.399902344,0.586914063,0.699707031,-0.709533691,-0.541687012,2.067565918,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.384765625,0.5859375,0.694824219,-0.862121582,-0.076293945,2.18963623,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.381347656,0.593261719,0.690917969,-0.915527344,0.335693359,2.021789551,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.384277344,0.584960938,0.682128906,-0.984191895,0.770568848,2.136230469,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.377441406,0.586914063,0.689941406,-1.098632813,1.014709473,2.365112305,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.373046875,0.590332031,0.692382813,0.358581543,-5.126953125,3.982543945,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.382324219,0.593261719,0.692382813,0.099182129,-5.874633789,4.39453125,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.38671875,0.592773438,0.699707031,-0.091552734,-5.912780762,4.493713379,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.377441406,0.590332031,0.702636719,-0.25177002,-5.714416504,4.486083984,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.380371094,0.591796875,0.690429688,-0.16784668,-5.310058594,4.676818848,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
35,-0.379394531,0.590332031,0.684082031,-0.282287598,-5.661010742,4.959106445,0,0,0,1.38403E+12,1,none,Sat Nov 09 2013 15:05:59 GMT-0500 (EST)
